FireIncidentAddress,FireIncidentAlarmDateTime,FireIncidentApparatusApparatus,FireIncidentApparatusClearTime,FireIncidentApparatusDispatchTime,FireIncidentApparatusEnrouteTime,FireIncidentArrivalDateTime,FireIncidentIncidentType,FireIncidentShift,FireIncidentStation,
1832 14 ST S,09/11/2017 09:04:15,807,09/11/2017 09:15:00,09/11/2017 09:05:28,09/11/2017 09:06:11,09/11/2017 09:11:27,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
1832 14 ST S,09/11/2017 09:04:15,805,09/11/2017 09:14:58,09/11/2017 09:05:28,09/11/2017 09:06:24,09/11/2017 09:11:27,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
1832 14 ST S,09/11/2017 09:04:15,803,09/11/2017 09:14:38,09/11/2017 09:05:28,09/11/2017 09:06:33,09/11/2017 09:11:27,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
1832 14 ST S,09/11/2017 09:04:15,802,09/11/2017 09:15:00,09/11/2017 09:05:28,09/11/2017 09:06:26,09/11/2017 09:11:27,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
401 6 AVE N,09/11/2017 09:39:32,TRUCK1,09/11/2017 09:43:18,09/11/2017 09:41:47,09/11/2017 09:42:34,09/11/2017 09:45:44,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
401 6 AVE N,09/11/2017 09:39:32,803,09/11/2017 09:42:49,09/11/2017 09:40:47,,09/11/2017 09:45:44,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
401 6 AVE N,09/11/2017 09:39:32,803,09/11/2017 10:05:46,09/11/2017 09:43:32,09/11/2017 09:43:53,09/11/2017 09:45:44,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
3520 42 ST S,09/11/2017 09:48:06,807,09/11/2017 10:06:04,09/11/2017 09:49:25,09/11/2017 09:49:50,09/11/2017 09:54:53,Assist invalid,A Shift,Fargo Station 7,
3636 25 ST S,09/11/2017 09:50:54,BATT2,09/11/2017 09:56:21,09/11/2017 09:53:14,09/11/2017 09:53:21,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
3636 25 ST S,09/11/2017 09:50:54,BATT1,09/11/2017 09:52:42,09/11/2017 09:51:43,,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
3636 25 ST S,09/11/2017 09:50:54,TRUCK1,09/11/2017 09:56:18,09/11/2017 09:51:43,09/11/2017 09:53:09,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
3636 25 ST S,09/11/2017 09:50:54,806,09/11/2017 09:54:16,09/11/2017 09:51:43,09/11/2017 09:52:42,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
3636 25 ST S,09/11/2017 09:50:54,805,09/11/2017 09:56:20,09/11/2017 09:51:43,09/11/2017 09:52:40,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
3636 25 ST S,09/11/2017 09:50:54,802,09/11/2017 10:04:27,09/11/2017 09:51:43,09/11/2017 09:52:42,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
3636 25 ST S,09/11/2017 09:50:54,801,09/11/2017 09:56:17,09/11/2017 09:51:43,09/11/2017 09:52:43,,Alarm system sounded due to malf,A Shift,Fargo Station 2,
 17 AVE S /  42 ST S,09/11/2017 09:52:28,806,09/11/2017 09:56:51,09/11/2017 09:54:22,09/11/2017 09:54:37,09/11/2017 09:58:40,"Vehicle accident, general cleanu",A Shift,Fargo Station 5,
 17 AVE S /  42 ST S,09/11/2017 09:52:28,805,09/11/2017 10:20:02,09/11/2017 09:56:47,09/11/2017 09:57:11,09/11/2017 09:58:40,"Vehicle accident, general cleanu",A Shift,Fargo Station 5,
3120 WESTGATE DR S,09/11/2017 11:23:47,805,09/11/2017 11:45:49,09/11/2017 11:26:17,09/11/2017 11:26:44,09/11/2017 11:31:20,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
 1 AVE N /  BROADWAY N,09/11/2017 12:03:52,BATT1,09/11/2017 12:06:01,09/11/2017 12:05:18,,09/11/2017 12:07:35,Motor vehicle accident with inju,A Shift,Fargo Station 1,
 1 AVE N /  BROADWAY N,09/11/2017 12:03:52,TRUCK1,09/11/2017 12:08:01,09/11/2017 12:05:18,09/11/2017 12:06:14,09/11/2017 12:07:35,Motor vehicle accident with inju,A Shift,Fargo Station 1,
 1 AVE N /  BROADWAY N,09/11/2017 12:03:52,803,09/11/2017 12:07:59,09/11/2017 12:05:18,09/11/2017 12:06:01,09/11/2017 12:07:35,Motor vehicle accident with inju,A Shift,Fargo Station 1,
 1 AVE N /  BROADWAY N,09/11/2017 12:03:52,801,09/11/2017 12:11:02,09/11/2017 12:05:18,09/11/2017 12:06:09,09/11/2017 12:07:35,Motor vehicle accident with inju,A Shift,Fargo Station 1,
5563 43 ST S,09/11/2017 12:24:11,807,09/11/2017 12:41:11,09/11/2017 12:28:28,09/11/2017 12:28:59,09/11/2017 12:33:08,"EMS call, excluding vehicle acci",A Shift,Fargo Station 9,
711 UNIVERSITY DR S,09/11/2017 13:03:35,801,09/11/2017 14:00:00,09/11/2017 13:04:57,09/11/2017 13:05:33,09/11/2017 13:08:39,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
5640 23 AVE S,09/11/2017 13:10:45,BATT2,09/11/2017 13:19:00,09/11/2017 13:12:49,09/11/2017 13:13:31,09/11/2017 13:18:39,Motor vehicle accident with inju,A Shift,Fargo Station 7,
5640 23 AVE S,09/11/2017 13:10:45,TRUCK1,09/11/2017 13:19:01,09/11/2017 13:12:49,09/11/2017 13:13:44,09/11/2017 13:18:39,Motor vehicle accident with inju,A Shift,Fargo Station 7,
5640 23 AVE S,09/11/2017 13:10:45,807,09/11/2017 13:26:18,09/11/2017 13:12:49,09/11/2017 13:13:24,09/11/2017 13:18:39,Motor vehicle accident with inju,A Shift,Fargo Station 7,
5640 23 AVE S,09/11/2017 13:10:45,802,09/11/2017 13:19:03,09/11/2017 13:12:49,09/11/2017 13:13:41,09/11/2017 13:18:39,Motor vehicle accident with inju,A Shift,Fargo Station 7,
2109 17 ST S,09/11/2017 14:06:20,802,09/11/2017 14:16:19,09/11/2017 14:07:31,09/11/2017 14:08:08,09/11/2017 14:11:21,"Medical assist, assist EMS crew",A Shift,Fargo Station 2,
2733 47 ST S,09/11/2017 14:51:59,807,09/11/2017 15:23:36,09/11/2017 14:53:15,09/11/2017 14:53:46,09/11/2017 15:02:59,"EMS call, excluding vehicle acci",A Shift,Fargo Station 7,
9 1/2 9 ST S,09/11/2017 15:59:58,803,09/11/2017 16:16:37,09/11/2017 16:05:24,09/11/2017 16:06:23,09/11/2017 16:11:46,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
1360 32 ST S,09/11/2017 16:00:23,BATT1,09/11/2017 16:11:51,09/11/2017 16:01:53,09/11/2017 16:02:22,09/11/2017 16:03:25,"Smoke scare, odor of smoke",A Shift,Fargo Station 4,
1360 32 ST S,09/11/2017 16:00:23,TRUCK1,09/11/2017 16:12:04,09/11/2017 16:01:53,09/11/2017 16:02:53,09/11/2017 16:03:25,"Smoke scare, odor of smoke",A Shift,Fargo Station 4,
1360 32 ST S,09/11/2017 16:00:23,806,09/11/2017 16:12:01,09/11/2017 16:01:53,09/11/2017 16:03:34,09/11/2017 16:03:25,"Smoke scare, odor of smoke",A Shift,Fargo Station 4,
1360 32 ST S,09/11/2017 16:00:23,805,09/11/2017 16:18:36,09/11/2017 16:01:53,09/11/2017 16:02:58,09/11/2017 16:03:25,"Smoke scare, odor of smoke",A Shift,Fargo Station 4,
1360 32 ST S,09/11/2017 16:00:23,802,09/11/2017 16:11:26,09/11/2017 16:01:53,09/11/2017 16:02:59,09/11/2017 16:03:25,"Smoke scare, odor of smoke",A Shift,Fargo Station 4,
1360 32 ST S,09/11/2017 16:00:23,801,09/11/2017 16:11:29,09/11/2017 16:01:53,09/11/2017 16:02:47,09/11/2017 16:03:25,"Smoke scare, odor of smoke",A Shift,Fargo Station 4,
137 B PRAIRIEWOOD DR S,09/11/2017 16:27:33,802,09/11/2017 16:57:24,09/11/2017 16:28:32,09/11/2017 16:29:14,09/11/2017 16:33:25,"EMS call, excluding vehicle acci",A Shift,Fargo Station 2,
 4 AVE N /  5 ST N,09/11/2017 17:08:33,BATT1,09/11/2017 17:14:55,09/11/2017 17:09:41,09/11/2017 17:10:51,09/11/2017 17:12:47,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
 4 AVE N /  5 ST N,09/11/2017 17:08:33,TRUCK1,09/11/2017 17:14:14,09/11/2017 17:09:41,09/11/2017 17:10:41,09/11/2017 17:12:47,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
 4 AVE N /  5 ST N,09/11/2017 17:08:33,806,09/11/2017 17:14:18,09/11/2017 17:09:41,09/11/2017 17:10:58,09/11/2017 17:12:47,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
 4 AVE N /  5 ST N,09/11/2017 17:08:33,805,09/11/2017 17:14:22,09/11/2017 17:09:41,09/11/2017 17:10:35,09/11/2017 17:12:47,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
 4 AVE N /  5 ST N,09/11/2017 17:08:33,803,09/11/2017 17:14:25,09/11/2017 17:09:41,09/11/2017 17:10:29,09/11/2017 17:12:47,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
 4 AVE N /  5 ST N,09/11/2017 17:08:33,801,09/11/2017 17:58:40,09/11/2017 17:09:41,09/11/2017 17:10:31,09/11/2017 17:12:47,Gas leak (natural gas or LPG),A Shift,Fargo Station 1,
3900 GREAT PLAINS DR S,09/11/2017 17:29:09,BATT2,09/11/2017 17:37:51,09/11/2017 17:29:54,09/11/2017 17:31:00,09/11/2017 17:34:05,"Alarm system activation, no fire",A Shift,Fargo Station 7,
3900 GREAT PLAINS DR S,09/11/2017 17:29:09,TRUCK1,09/11/2017 17:37:40,09/11/2017 17:29:54,09/11/2017 17:31:04,09/11/2017 17:34:05,"Alarm system activation, no fire",A Shift,Fargo Station 7,
3900 GREAT PLAINS DR S,09/11/2017 17:29:09,807,09/11/2017 17:40:26,09/11/2017 17:29:54,09/11/2017 17:30:46,09/11/2017 17:34:05,"Alarm system activation, no fire",A Shift,Fargo Station 7,
3900 GREAT PLAINS DR S,09/11/2017 17:29:09,806,09/11/2017 17:37:43,09/11/2017 17:29:54,09/11/2017 17:31:10,09/11/2017 17:34:05,"Alarm system activation, no fire",A Shift,Fargo Station 7,
3900 GREAT PLAINS DR S,09/11/2017 17:29:09,805,09/11/2017 17:37:42,09/11/2017 17:29:54,09/11/2017 17:30:40,09/11/2017 17:34:05,"Alarm system activation, no fire",A Shift,Fargo Station 7,
3900 GREAT PLAINS DR S,09/11/2017 17:29:09,802,09/11/2017 17:37:36,09/11/2017 17:29:54,09/11/2017 17:30:23,09/11/2017 17:34:05,"Alarm system activation, no fire",A Shift,Fargo Station 7,
622 10 AVE N,09/11/2017 18:22:40,801,09/11/2017 18:37:04,09/11/2017 18:23:57,09/11/2017 18:24:41,09/11/2017 18:27:52,Rescue or EMS standby,A Shift,Fargo Station 1,
3029 34 AVE S,09/11/2017 18:42:02,802,09/11/2017 18:53:30,09/11/2017 18:44:04,09/11/2017 18:44:59,09/11/2017 18:48:03,No incident found on arrival at,A Shift,Fargo Station 2,
2521 VILLA DR S,09/11/2017 19:06:21,804,09/11/2017 19:20:46,09/11/2017 19:08:19,09/11/2017 19:09:20,09/11/2017 19:13:56,No incident found on arrival at,A Shift,Fargo Station 4,
811 7 AVE N,09/11/2017 19:31:20,801,09/11/2017 19:51:52,09/11/2017 19:33:30,09/11/2017 19:34:16,09/11/2017 19:36:37,Rescue or EMS standby,A Shift,Fargo Station 1,
1455 32 ST S,09/11/2017 19:52:59,805,09/11/2017 20:02:07,09/11/2017 19:54:05,09/11/2017 19:54:50,09/11/2017 19:58:19,"Medical assist, assist EMS crew",A Shift,Fargo Station 5,
1770 39 ST S,09/11/2017 20:00:13,805,09/11/2017 20:13:35,09/11/2017 20:02:36,09/11/2017 20:03:06,09/11/2017 20:05:08,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
1770 39 ST S,09/11/2017 20:00:13,802,09/11/2017 20:02:36,09/11/2017 20:01:26,09/11/2017 20:02:15,09/11/2017 20:05:08,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
 9 AVE S /  17 ST S,09/11/2017 20:00:44,804,09/11/2017 20:15:48,09/11/2017 20:01:53,09/11/2017 20:02:49,09/11/2017 20:06:00,No incident found on arrival at,A Shift,Fargo Station 4,
2701 32 AVE S,09/11/2017 20:00:52,802,09/11/2017 20:25:36,09/11/2017 20:07:25,09/11/2017 20:08:15,09/11/2017 20:09:56,"EMS call, excluding vehicle acci",A Shift,Fargo Station 2,
7150 25 ST S,09/11/2017 20:35:06,802,09/11/2017 20:48:59,09/11/2017 20:36:02,09/11/2017 20:36:53,09/11/2017 20:48:55,EMS Cancelled on Arrival,A Shift,Fargo Station 8,
622 21 ST S,09/11/2017 20:50:40,804,09/11/2017 21:08:18,09/11/2017 20:51:47,09/11/2017 20:52:35,09/11/2017 20:57:13,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
400 1 AVE S,09/11/2017 21:08:44,BATT1,09/11/2017 21:29:17,09/11/2017 21:09:59,09/11/2017 21:10:59,09/11/2017 21:12:46,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
400 1 AVE S,09/11/2017 21:08:44,TRUCK1,09/11/2017 21:16:50,09/11/2017 21:09:59,09/11/2017 21:11:29,09/11/2017 21:12:46,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
400 1 AVE S,09/11/2017 21:08:44,805,09/11/2017 21:16:53,09/11/2017 21:09:59,09/11/2017 21:10:49,09/11/2017 21:12:46,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
400 1 AVE S,09/11/2017 21:08:44,804,09/11/2017 21:16:48,09/11/2017 21:09:59,09/11/2017 21:10:11,09/11/2017 21:12:46,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
400 1 AVE S,09/11/2017 21:08:44,803,09/11/2017 21:16:46,09/11/2017 21:09:59,09/11/2017 21:11:14,09/11/2017 21:12:46,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
400 1 AVE S,09/11/2017 21:08:44,801,09/11/2017 21:29:56,09/11/2017 21:09:59,09/11/2017 21:10:50,09/11/2017 21:12:46,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
1500 12 AVE N,09/11/2017 22:42:41,BATT1,09/11/2017 22:51:09,09/11/2017 22:43:27,09/11/2017 22:44:58,09/11/2017 22:48:37,Motor vehicle accident with inju,A Shift,Fargo Station 1,
1500 12 AVE N,09/11/2017 22:42:41,TRUCK1,09/11/2017 22:51:17,09/11/2017 22:43:27,09/11/2017 22:45:07,09/11/2017 22:48:37,Motor vehicle accident with inju,A Shift,Fargo Station 1,
1500 12 AVE N,09/11/2017 22:42:41,803,09/11/2017 23:03:20,09/11/2017 22:43:27,09/11/2017 22:44:26,09/11/2017 22:48:37,Motor vehicle accident with inju,A Shift,Fargo Station 1,
1500 12 AVE N,09/11/2017 22:42:41,801,09/11/2017 22:51:38,09/11/2017 22:43:27,09/11/2017 22:44:18,09/11/2017 22:48:37,Motor vehicle accident with inju,A Shift,Fargo Station 1,
220 6 AVE N,09/11/2017 23:14:59,BATT1,09/11/2017 23:19:55,09/11/2017 23:15:12,09/11/2017 23:16:28,09/11/2017 23:19:51,Police matter,A Shift,Fargo Station 1,
220 6 AVE N,09/11/2017 23:14:59,TRUCK1,09/11/2017 23:19:39,09/11/2017 23:15:12,09/11/2017 23:16:48,09/11/2017 23:19:51,Police matter,A Shift,Fargo Station 1,
220 6 AVE N,09/11/2017 23:14:59,805,09/11/2017 23:19:47,09/11/2017 23:15:12,09/11/2017 23:16:05,09/11/2017 23:19:51,Police matter,A Shift,Fargo Station 1,
220 6 AVE N,09/11/2017 23:14:59,804,09/11/2017 23:19:43,09/11/2017 23:15:12,09/11/2017 23:16:33,09/11/2017 23:19:51,Police matter,A Shift,Fargo Station 1,
220 6 AVE N,09/11/2017 23:14:59,803,09/11/2017 23:19:44,09/11/2017 23:15:12,09/11/2017 23:16:10,09/11/2017 23:19:51,Police matter,A Shift,Fargo Station 1,
220 6 AVE N,09/11/2017 23:14:59,801,09/11/2017 23:32:15,09/11/2017 23:15:12,09/11/2017 23:16:08,09/11/2017 23:19:51,Police matter,A Shift,Fargo Station 1,
1519 1 AVE S,09/12/2017 01:01:56,804,09/12/2017 01:06:20,09/12/2017 01:05:07,,,Emergency Medical cancelled en r,A Shift,Fargo Station 4,
899 BARRETT ST N,09/12/2017 04:05:43,801,09/12/2017 04:19:08,09/12/2017 04:08:41,09/12/2017 04:10:02,09/12/2017 04:14:22,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
1633 33 AVE S,09/12/2017 06:02:46,802,09/12/2017 06:21:16,09/12/2017 06:04:28,09/12/2017 06:05:36,09/12/2017 06:09:11,"EMS call, excluding vehicle acci",A Shift,Fargo Station 2,
614 21 AVE S,09/12/2017 09:35:00,802,09/12/2017 09:50:57,09/12/2017 09:36:03,09/12/2017 09:36:18,09/12/2017 09:40:35,"Medical assist, assist EMS crew",C Shift,Fargo Station 2,
401 30 AVE N,09/12/2017 09:53:32,803,09/12/2017 09:57:14,09/12/2017 09:54:02,09/12/2017 09:54:34,,Emergency Medical cancelled en r,C Shift,Fargo Station 3,
937 44 ST S,09/12/2017 11:34:23,804,09/12/2017 11:50:28,09/12/2017 11:35:21,09/12/2017 11:36:09,09/12/2017 11:41:02,"Medical assist, assist EMS crew",C Shift,Fargo Station 5,
3201 20 ST S,09/12/2017 12:55:23,BATT2,09/12/2017 13:03:22,09/12/2017 12:56:47,09/12/2017 12:58:19,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3201 20 ST S,09/12/2017 12:55:23,TRUCK2,09/12/2017 12:58:55,09/12/2017 12:56:47,,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3201 20 ST S,09/12/2017 12:55:23,TRUCK1,09/12/2017 13:03:47,09/12/2017 12:59:02,09/12/2017 12:59:15,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3201 20 ST S,09/12/2017 12:55:23,807,09/12/2017 13:03:47,09/12/2017 12:56:47,09/12/2017 12:57:55,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3201 20 ST S,09/12/2017 12:55:23,805,09/12/2017 13:03:13,09/12/2017 12:56:47,09/12/2017 12:59:35,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3201 20 ST S,09/12/2017 12:55:23,804,09/12/2017 13:03:26,09/12/2017 12:56:47,09/12/2017 12:58:14,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3201 20 ST S,09/12/2017 12:55:23,802,09/12/2017 13:07:27,09/12/2017 12:56:47,09/12/2017 12:57:47,,"Alarm system activation, no fire",C Shift,Fargo Station 2,
1 2 ST N,09/12/2017 13:06:52,801,09/12/2017 13:17:58,09/12/2017 13:07:53,09/12/2017 13:08:42,09/12/2017 13:10:45,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
1020 4 AVE S,09/12/2017 13:07:22,TRUCK2,09/12/2017 13:21:34,09/12/2017 13:11:36,09/12/2017 13:11:39,09/12/2017 13:13:45,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
101 2 ST S,09/12/2017 13:26:07,801,09/12/2017 13:41:08,09/12/2017 13:29:28,09/12/2017 13:30:06,09/12/2017 13:39:07,Welfare Check,C Shift,Fargo Station 1,
1001 1 AVE S,09/12/2017 14:05:20,801,09/12/2017 14:11:54,09/12/2017 14:05:49,09/12/2017 14:06:41,09/12/2017 14:11:25,EMS Cancelled on Arrival,C Shift,Fargo Station 1,
657 2 AVE N,09/12/2017 14:55:19,801,09/12/2017 15:13:09,09/12/2017 14:57:03,09/12/2017 14:57:52,09/12/2017 15:03:00,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
3140 33 ST S,09/12/2017 16:01:25,BATT2,09/12/2017 16:11:01,09/12/2017 16:02:49,09/12/2017 16:04:00,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3140 33 ST S,09/12/2017 16:01:25,TRUCK2,09/12/2017 16:06:25,09/12/2017 16:02:49,,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3140 33 ST S,09/12/2017 16:01:25,TRUCK1,09/12/2017 16:11:14,09/12/2017 16:06:37,09/12/2017 16:06:43,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3140 33 ST S,09/12/2017 16:01:25,807,09/12/2017 16:10:55,09/12/2017 16:02:49,09/12/2017 16:03:27,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3140 33 ST S,09/12/2017 16:01:25,805,09/12/2017 16:10:58,09/12/2017 16:02:49,09/12/2017 16:04:22,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3140 33 ST S,09/12/2017 16:01:25,804,09/12/2017 16:10:55,09/12/2017 16:02:49,09/12/2017 16:03:15,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3140 33 ST S,09/12/2017 16:01:25,802,09/12/2017 16:14:03,09/12/2017 16:02:49,09/12/2017 16:03:38,09/12/2017 16:07:17,"Alarm system activation, no fire",C Shift,Fargo Station 2,
3333 31 AVE S,09/12/2017 16:28:33,BATT2,09/12/2017 16:50:36,09/12/2017 16:29:47,09/12/2017 16:31:12,09/12/2017 16:34:16,Outside equipment fire,C Shift,Fargo Station 2,
3333 31 AVE S,09/12/2017 16:28:33,TRUCK2,09/12/2017 16:41:06,09/12/2017 16:29:47,09/12/2017 16:30:23,09/12/2017 16:34:16,Outside equipment fire,C Shift,Fargo Station 2,
3333 31 AVE S,09/12/2017 16:28:33,807,09/12/2017 16:38:59,09/12/2017 16:29:47,09/12/2017 16:30:29,09/12/2017 16:34:16,Outside equipment fire,C Shift,Fargo Station 2,
3333 31 AVE S,09/12/2017 16:28:33,805,09/12/2017 16:39:04,09/12/2017 16:29:47,09/12/2017 16:31:20,09/12/2017 16:34:16,Outside equipment fire,C Shift,Fargo Station 2,
3333 31 AVE S,09/12/2017 16:28:33,804,09/12/2017 16:39:02,09/12/2017 16:29:47,09/12/2017 16:30:49,09/12/2017 16:34:16,Outside equipment fire,C Shift,Fargo Station 2,
3333 31 AVE S,09/12/2017 16:28:33,802,09/12/2017 16:57:25,09/12/2017 16:29:47,09/12/2017 16:30:37,09/12/2017 16:34:16,Outside equipment fire,C Shift,Fargo Station 2,
101 2 ST S,09/12/2017 16:32:30,BATT1,09/12/2017 16:49:01,09/12/2017 16:32:49,09/12/2017 16:33:55,09/12/2017 16:37:15,"Malicious, mischievous false cal",C Shift,Fargo Station 1,
101 2 ST S,09/12/2017 16:32:30,TRUCK1,09/12/2017 16:43:46,09/12/2017 16:32:49,09/12/2017 16:33:11,09/12/2017 16:37:15,"Malicious, mischievous false cal",C Shift,Fargo Station 1,
101 2 ST S,09/12/2017 16:32:30,803,09/12/2017 16:42:24,09/12/2017 16:32:49,09/12/2017 16:33:46,09/12/2017 16:37:15,"Malicious, mischievous false cal",C Shift,Fargo Station 1,
101 2 ST S,09/12/2017 16:32:30,801,09/12/2017 16:50:13,09/12/2017 16:32:49,09/12/2017 16:34:11,09/12/2017 16:37:15,"Malicious, mischievous false cal",C Shift,Fargo Station 1,
4949 16 AVE S,09/12/2017 16:56:32,BATT2,09/12/2017 17:12:01,09/12/2017 16:57:07,09/12/2017 16:57:27,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4949 16 AVE S,09/12/2017 16:56:32,TRUCK1,09/12/2017 17:08:10,09/12/2017 16:57:07,09/12/2017 16:58:06,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4949 16 AVE S,09/12/2017 16:56:32,807,09/12/2017 17:08:29,09/12/2017 16:57:07,09/12/2017 16:57:45,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4949 16 AVE S,09/12/2017 16:56:32,805,09/12/2017 17:14:01,09/12/2017 16:57:07,09/12/2017 16:58:15,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4949 16 AVE S,09/12/2017 16:56:32,804,09/12/2017 17:08:00,09/12/2017 16:57:07,09/12/2017 16:58:11,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4949 16 AVE S,09/12/2017 16:56:32,802,09/12/2017 17:07:55,09/12/2017 16:58:54,09/12/2017 16:59:05,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4949 16 AVE S,09/12/2017 16:56:32,801,09/12/2017 16:58:41,09/12/2017 16:57:07,09/12/2017 16:58:00,09/12/2017 17:03:02,Alarm system sounded due to malf,C Shift,Fargo Station 5,
4090 MAIN AVE,09/12/2017 17:23:13,805,09/12/2017 17:37:49,09/12/2017 17:23:24,09/12/2017 17:24:30,09/12/2017 17:29:55,"Vehicle accident, general cleanu",C Shift,Fargo Station 5,
1010 23 ST S,09/12/2017 17:41:10,804,09/12/2017 17:49:26,09/12/2017 17:42:04,09/12/2017 17:43:11,09/12/2017 17:47:09,EMS Cancelled on Arrival,C Shift,Fargo Station 4,
4731 13 AVE S,09/12/2017 17:51:00,805,09/12/2017 17:57:36,09/12/2017 17:52:37,09/12/2017 17:53:37,09/12/2017 17:56:55,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
1519 1 AVE S,09/12/2017 19:08:33,804,09/12/2017 19:24:03,09/12/2017 19:09:21,09/12/2017 19:10:28,09/12/2017 19:13:13,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
1736 DAKOTA DR N,09/12/2017 20:15:23,801,09/12/2017 20:25:44,09/12/2017 20:16:44,09/12/2017 20:17:47,09/12/2017 20:21:35,EMS Cancelled on Arrival,C Shift,Fargo Station 1,
1610 1 ST N,09/13/2017 01:37:06,803,09/13/2017 01:50:24,09/13/2017 01:38:01,09/13/2017 01:38:55,09/13/2017 01:44:33,Assist invalid,C Shift,Fargo Station 3,
2018 8 ST N,09/13/2017 03:11:34,803,09/13/2017 03:24:56,09/13/2017 03:12:34,09/13/2017 03:13:34,09/13/2017 03:15:50,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
1410 14 ST N,09/13/2017 04:08:52,BATT1,09/13/2017 04:16:51,09/13/2017 04:09:24,09/13/2017 04:11:23,09/13/2017 04:13:37,Smoke detector activation due to,C Shift,Fargo Station 3,
1410 14 ST N,09/13/2017 04:08:52,TRUCK1,09/13/2017 04:17:11,09/13/2017 04:09:24,09/13/2017 04:10:55,09/13/2017 04:13:37,Smoke detector activation due to,C Shift,Fargo Station 3,
1410 14 ST N,09/13/2017 04:08:52,806,09/13/2017 04:16:47,09/13/2017 04:09:24,09/13/2017 04:10:50,09/13/2017 04:13:37,Smoke detector activation due to,C Shift,Fargo Station 3,
1410 14 ST N,09/13/2017 04:08:52,804,09/13/2017 04:16:45,09/13/2017 04:09:24,09/13/2017 04:10:42,09/13/2017 04:13:37,Smoke detector activation due to,C Shift,Fargo Station 3,
1410 14 ST N,09/13/2017 04:08:52,803,09/13/2017 04:25:55,09/13/2017 04:09:24,09/13/2017 04:10:16,09/13/2017 04:13:37,Smoke detector activation due to,C Shift,Fargo Station 3,
1410 14 ST N,09/13/2017 04:08:52,801,09/13/2017 04:16:46,09/13/2017 04:09:24,09/13/2017 04:10:50,09/13/2017 04:13:37,Smoke detector activation due to,C Shift,Fargo Station 3,
